,id_enterprise,enterprise_name,job_name,city,job_description,hierarchy_level,job_type,functions,sectors
118,13664,Citech,Consultant Décisionnel (H/F) / Freelance,"Lyon, FR","Si vous souhaitez apporter vos compétences dans la réalisation d’un projet important, nous avons LA mission pour vous ! Nous recherchons en effet un(e) Consultant Décisionnel (H/F) 🚀Votre mission est pour un client d’envergure internationale 🌎, spécialisé dans les technologies permettant la gestion du paiement dans les réseaux de transport 🚡 au niveau mondial. Il conçoit des systèmes innovants pouvant se connecter aux différents transports existants et développe des solutions modernes afin de faciliter la vie de usagers. 🌳Description du poste🔽 Vous aurez les missions principales suivantes : 🔽🔸Développer le reporting BI pour tous les projets tant en développement qu’en maintenance🔹DBA pour les développements en cours sur les nouveaux projets🔸Rapports BI livrés et validés🔹Correction de rapports pour projets déjà sur le terrainQualifications🎓De formation supérieure en informatique (Ecole d’Ingénieurs), vous justifiez d’une première expérience sur un même type de poste réussie. ⚙️ Les compétences attendues sont les suivantes :✔️Une bonne maîtrise de Superset / Jasper, Cassandra, NIFI et PostgreSQL✔️La connaissance de Spark, Ambari, Zabbix et Ansible constituerait un plusPourquoi rejoindre Citech ? 🤔- Une ambiance de travail conviviale avec des afterworks organisés régulièrement ! 🤗- Des missions de longues durées- Des formations adaptées à vos envies et vos aspirations- Une mobilité que si vous le souhaitez 🚗- Un accompagnement personnalisé avec un suivi régulier (autour d’un café ou un thé, c’est vous qui choisissez 😉 )- Une mutuelle avantageuse pour vous mais aussi pour les membres de votre famille 😃- Une flexibilité sur la gestion de vos repas 🍱- Un statut Cadre et une convention collective SYNTECAlors qu’attendez-vous pour nous rejoindre ? 🌟 Sous-traitance acceptée.",Confirmé,Temps plein,"['Développement commercial ', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
119,13665,DeciVision,CONSULTANT / CONSULTANTE DÉCISIONNEL - BUSINESS INTELLIGENC (H/F),"Lyon, FR","Description Du PosteVotre mission principale sera d'assurer une prestation à dominante technique auprès du client.Vous Aurez Pour Fonctions l'implémentation technique des solutions SAP Business Objects la formation des utilisateurs et membres de la DSI la mise en place de projets Data Warehouse (Conception, Modélisation et Réalisation)Vous entretiendrez une relation durable avec les clients : mise en avant de son savoir-faire technique et méthodologique.Tour à tour ambassadeur, tour à tour expert, vous êtes en contact direct avec le client. Dans ce contexte, vous avez un vrai rôle de conseil. Vous travaillerez en autonomie avec le support du Responsable technique, du Directeur technique et des Consultants.Vous réaliserez des missions allant de quelques jours à plusieurs mois.Description De L'entrepriseDeciVision est une ESN créée en 2006 qui emploie plus de 80 collaborateurs sur Toulouse, Bordeaux, Lyon, Nantes et Paris.Avec plus de 700 clients à notre actif, des interventions à haut niveau d'expertise et forts d'une relation privilégiée avec l'éditeur SAP (partenariat Gold), nous sommes un acteur majeur du décisionnel SAP Analytics. Nos consultants sont reconnus pour leur forte expertise technique et fonctionnelle.Profil RecherchéQualités Professionnelles :Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsableCapacité à planifier, à prioriser, à anticiper des actions en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser. Exemple : planifier, ordonner ses actions par prioritéCapacité à respecter les règles et codes de l'entreprise; à réaliser des tâches en suivant avec précision les procédures et instructions fournies ; à transmettre des informations avec exactitude. Exemple : être ponctuel, respecter les engagements, résister à la distractionCompétences SouhaitéesMettre en oeuvre des préconisations fonctionnelles et techniques",Confirmé,Temps plein,"['Conseil', 'Technologies de l’information', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Conseil en management']"
120,13666,CITECH,Consultant Décisionnel (H/F),"Lyon, FR","Si vous souhaitez apporter vos compétences dans la réalisation d’un projet important, nous avons LA mission pour vous ! Nous recherchons en effet  un(e) Consultant Décisionnel (H/F) Votre mission est pour un client d’envergure internationale , spécialisé dans les technologies permettant la gestion du paiement dans les réseaux de transport au niveau mondial. Il conçoit des systèmes innovants pouvant se connecter aux différents transports existants et développe des solutions modernes afin de faciliter la vie de usagers. Implanté dans le monde entier, il dispose d’un centre de développement digital au cœur de Besançon.Job DescriptionVous aurez les missions principales suivantes :Développer le reporting BI pour tous les projets tant en développement qu'en maintenanceDBA pour les développements en cours sur les nouveaux projetsRapports BI livrés et validésCorrection de rapports pour projets déjà sur le terrainQualificationsDe formation supérieure en informatique (Ecole d’Ingénieurs), vous justifiez d’une première expérience sur un même type de poste réussie.⚙️ Les Compétences Attendues Sont Les Suivantes✔️Une bonne maîtrise de Superset / Jasper, Cassandra, NIFI et PostgreSQL✔️La connaissance de Spark, Ambari, Zabbix et Ansible constituerait un plusAdditional InformationPourquoi rejoindre Citech ? Une ambiance de travail conviviale avec des afterworks organisés régulièrement ! Des missions de longues durées Des formations adaptées à vos envies et vos aspirations Une mobilité que si vous le souhaitez Un accompagnement personnalisé avec un suivi régulier (autour d’un café ou un thé, c’est vous qui choisissez ) Une mutuelle avantageuse pour vous mais aussi pour les membres de votre famille Une flexibilité sur la gestion de vos repas Un statut Cadre et une convention collective SYNTECAlors qu’attendez-vous pour nous rejoindre ? Informations supplémentaires  Poste situé à Lyon  Salaire : 32-45 K€ Brut/an  Freelance : 300-360€/j  Référence de l’offre : 191023_BI_25",Confirmé,Temps plein,"['Développement commercial ', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
121,13667,DeciVision,Consultant BI confirmé H/F - Lyon,"Lyon, FR","Consultant Décisionnel Confirmé à LyonDeciVision a été créée en 2006 et compte aujourd’hui près de 80 collaborateurs sur Toulouse, Bordeaux, Lyon, Nantes et Paris.Avec plus de 600 clients à notre actif, des interventions à haut niveau d’expertise et forts d’une relation privilégiée avec l’éditeur SAP (partenariat Gold), nous sommes un acteur majeur du décisionnel SAP Analytics.Nos consultants sont reconnus pour leur forte expertise technique et fonctionnelle. DeciVision est le leader français du support client SAP Business Objects avec plus de 300 clients rattachés à notre centre de support certifié PCOE (Partner Center of Expertise).Entreprise à taille humaine, nos valeurssont la proximité, la passion, le partage, la confiance, le dialogue, la convivialité et l’esprit d’équipe.Notre volonté est de participer au développement des compétences par le biais notamment d’ateliers techniques, de formations.Notre leit-motiv: la satisfaction client et l’expertiseDeciVision s’engage en faveur de l’égalité hommes-femmes et de l’emploi des travailleurs handicapés.Dans le cadre de notre croissance, nous recherchons un Consultant décisionnel Business Intelligence confirmé H/F pour des missions en région lyonnaise.Département : InformatiqueLocalisation : LyonNiveau d'études : Bac +5Rémunération : Selon profilResponsabilitésVous Aurez Pour Fonctionsl’implémentation technique des solutions SAP Business Objectsla formation des utilisateurs et membres de la DSIla mise en place de projets Data Warehouse (Conception, Modélisation et Réalisation)Vous entretiendrez une relation durable avec les clients: mise en avant de son savoir-faire technique et méthodologique.Tour à tour ambassadeur, tour à tour expert, vous êtes en contact direct avec le client. Dans ce contexte, vous avez un vrai rôle de conseil. Vous travaillerez en autonomie avec le support du Responsable technique, du Directeur technique et des Consultants.Vous réaliserez des missions allant de quelques jours à plusieurs mois.Expériences / compétencesDe formation supérieure, vous avez impérativement des compétences et une expérience sur des projets décisionnels.La connaissance de technologies SAP Business Objects, QlikView ou Microsoft BI serait un plus.Vous connaissez des bases de données relationnelles (SQL) et multidimensionnelles.Une expérience dans les technologies ETL (Talend, Data Integrator, Microsoft SSIS…) et dans l’analyse fonctionnelle ou la modélisation décisionnelle serait souhaitée.",Confirmé,Temps plein,"['Développement commercial ', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Conseil en management']"
122,13668,ALTIVIEW,Consultant Décisionnel,"Lyon, FR","MissionsVous souhaitez concevoir des solutions décisionnelles pertinentes et innovantes puis les implémenter et les piloter ?Vous maitrisez : Qlik Sense, QlikView, Talend, MySQL et les langages Web ?ProfilFormation en systèmes d’information (Bac +5)Connaissance du décisionnel, des bases de données et des outils de Business Intelligence (maîtrise de l’environnement Qlik)Bon esprit d’analyse, de synthèse et de formalisation, excellent relationnel et dynamique",Confirmé,Temps plein,"['Développement commercial ', 'Ventes']","['Technologies et services de l’information', 'Logiciels informatiques', 'Services d’information']"
123,13669,Everwin,Consultant intégration progiciel (H/F),"Lyon, FR","Vos MissionsA ce poste, vous serez rattaché au Responsable d’agence.Après un parcours d’intégration et d’accompagnement sur nos produits, vos principales missions seront :mettre en œuvre notre progiciel auprès de nos clientsintervenir à chacune des étapes du projetprendre en charge l’étude des besoins, le paramétrage, le déploiement et la formation de nos clients (accompagné par le chef de projet)En tant que consultant, vous ferez l’interface entre les besoins métier des utilisateurs et les fonctionnalités du progiciel. Dans le cadre de l’évolution de ce progiciel et de son nouveau module décisionnel, vous intervenez également dans la définition de tableaux de bords et systèmes de reporting. Ce poste vous permettra de travailler en toute autonomie et d’acquérir de nouvelles compétences en SQL. Et une évolution sera possible vers un poste de chef de projet.Votre ProfilVous êtes diplômé en informatique de gestion (Bac+2 minimum).Vous disposez d’une expérience d’au moins 3 ans chez un éditeur de logiciels ou un intégrateur d’une solution comparable en tant que consultant.Vous disposez de réelles compétences techniques en gestion de base de données de préférences MS SQL Server (langage SQL, écriture de requêtes, vues, procédures stockées, triggers…) et vous permettent de définir les besoins fonctionnels des clients.Pédagogue et ayant un bon sens relationnel, vous êtes habitué à gérer une relation avec des dirigeants et des utilisateurs.La maîtrise et la méthodologie de conduite de projets seront des atouts supplémentaires ainsi que la connaissance d’un langage de développement.Le poste étant fréquemment en clientèle, vous disposez du permis B à jour.Nos AvantagesVous rejoindrez une société à taille humaine et chaleureuse. Discussions autour de café et de croissants, participation à des événements sportifs, jeux concours en interne… voilà un avant-goût des moments de convivialité chez Everwin!Afin de pouvoir travailler dans de bonnes conditions, vous bénéficierez d’un véhicule de service, d’un téléphone et d’un ordinateur portable.Différents avantages financiers : prime de déplacement + participation + mutuelle familiale + tickets restaurant + CE + JRTTVous vous reconnaissez ou vous connaissez quelqu’un qui correspond à ce profil ? N’hésitez pas, postulezvia le formulaire ci-dessous ou partagez !",Confirmé,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
124,13670,SEPHORA,Stage - Data Scientist,"Neuilly-sur-Seine, FR","Chez Sephora, « beauté » rime avec «créativité » : Toujours à l’affût des nouveautés, dénicheurs de tendances, nous débordons d'énergie et fourmillons d’idées pour proposer à nos clients une sélection Beauté exceptionnelle.Chez Sephora, « apprendre » rime avec « fun » : Nous cultivons la curiosité, l’innovation, l’anticonformisme et la liberté d’expérimenter.On est sérieux, sans se prendre au sérieux. Notre passion, notre sens du détail, notre attention aux autres et à ce qui nous entoure nourrissent notre vision non conventionnelle du monde. Une vision colorée, joyeuse, généreuse. C’est cette attitude audacieuse qui exprime notre différence.L’ambition qui nous rassemble : Faire de Sephora l’enseigne Beauté la plus admirée au monde !Filiale Du Groupe LVMH, Sephora C’est17 000 références6 millions de visiteurs annuels dans notre flagship des Champs Elyséesplus de 300 magasins en France et près de 2000 points de vente dans le monde27 000 collaborateurs dont 4500 en FranceVous souhaitez nous rejoindre? Au programme : des formations, des challenges, des possibilités d’évolution constantes.L’aventure commence maintenant : Venez sephoriser le monde avec nous ! MissionRattaché(e) à l’équipe Data Science, au sein de la direction Etudes / Digital & CRM, votre mission s'inscrit dans le cadre du développement de la connaissance clients au sein de Sephora et de l’optimisation des processus existants (logistiques…).Vous serez ainsi amené(e) à travailler sur un projet de Data Science dans l’environnement Big Data de Sephora. Votre mission consistera à optimiser et migrer un algorithme de Machine Learning, cet algorithme a pour objectif de prédire l’activité sur le site ecommerce.Les Enjeux Majeurs Du Stage Seront Les SuivantsOptimiser l’algorithme existant en étant force de proposition sur de nouvelles approches (TimeSeries, DeepLearning, xgboost …)Migrer l’algorithme de notre plateforme Hadoop à notre environnement CloudPrésenter à l’équipe l’algorithme utilisé et les résultats obtenusAu sein d’un univers dynamique & riche en Data, ce stage sera pour vous l’occasion de développer vos compétences dans un environnement dédié à la Data Science (Datalake / CLOUD) et vos compétences en Machine Learning avec l’outil DSS de Dataiku.ProfilVous êtes issu(e) d’une formation bac +5 avec une spécialisation en Data Science/Machine Learning/IA et avez développé les compétences techniques suivantes :Maîtrise des principales approches de Machine Learning : RandomForest, XGBOOST, LightGBM, LSTM…Maîtrise des langages: SQL et Python/RRéalisation de projets de Machine Learning / participation à des challenges Kaggle sur un sujet de prévisions/TimeSeriesConnaissance de l’écosystème GOOGLE Cloud Platform est un plusOrganisé(e) et dynamique, vous êtes reconnu(e) pour être force de proposition sur vos projets. Curieux(se), vous restez en veille sur les dernières approches de Machine Learning.Vous évoluerez chez Sephora dans un environnement international (Europe, Moyen-Orient), dans ce contexte la maitrise de l’anglais est un plus.FormalitésDébut : à partir de Mars 2020Durée : 6 moisLieu : Neuilly-sur-seine",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Commerce de détail', 'Cosmétiques', 'Articles de luxe et bijouterie']"
125,13671,AXA en France,Graduate Program - Data Analyst en santé (F/H),"Departement des Hauts-de-Seine, FR","Votre rôle et vos missionsVous êtes un(e) futur(e) jeune diplômé(e) ? Vous souhaitez donner un élan à votre carrière ? Vous recherchez des missions challengeantes ?Relevez le défi en intégrant le Graduate Program AXA France !Véritable accélérateur de carrière le Graduate vous offre Un parcours personnalisé 2 à 3 ans La possibilité de cumuler des missions courtes, variées et stimulantes Un parcours de formation d’excellence Un accompagnement RH sur mesure Un mentoringIntégrer notre promotion 2020, vous offre un tremplin pour débuter dans votre vie professionnelle sur un poste à responsabilités.La mission de notre équipe est de minimiser le remboursement injustifié des dépenses de santé pour maîtriser le montant des cotisations de nos assurés et maintenir la rentabilité de notre portefeuille. Pour cela, nous devons détecter le plus tôt possible la fraude, le gaspillage et les abus (Fraud, Waste and Abuse - FWA).Pour ce faire, nous travaillons en parallèle sur deux domaines d’action principaux déterminer les modèles FWA grâce à l'analyse Big Data évaluer et mettre en place les meilleurs moyens opérationnels (informatiques, outils, processus) pour limiter les FWA Soit avant paiement les contrôles de prépaiement nous permettent de bloquer le remboursement et de demander des pièces justificatives, Soit après paiement nous analysons certains fichiers afin de mieux comprendre FWA, d'améliorer notre modèle de paiement anticipé et d'obtenir le remboursement des montants indûment versés au bénéficiaire ou au professionnel de la santé.Le succès du projet est largement lié à1 / la maîtrise des données de santé pour transformer les données en information puis en décision2 / la mesure des progrès accomplis dans la mise en place d'un rapport adéquat sur les revenus anti-FWAVotre mission Maîtrise des données cette première mission consiste à aider le responsable de la gouvernance des données de santé, à consolider les connaissances et la fiabilité des données et à les diffuser auprès de tous les différents acteurs participant au projet afin de leur permettre de tirer le meilleur parti du Datalake Santé Mesure des gains FWA la seconde mission consiste à déclarer les bénéfices, à industrialiser les feuilles de reporting et à rechercher de nouvelles sources de gainsVos responsabilités Maîtrise des données Déployer la culture des données auprès de tous les acteurs (développeurs, data scientists) et garantir le bon usage des données non seulement en termes de pertinence, mais également en termes de sécurité Comprendre l'utilisation des différents outils anti-fraude Travailler avec les développeurs pour améliorer les jointures entre les tables de données Faciliter la transmission des travaux de data science des équipes internes au réseau de professionnels de santé Itelis Collaborer avec les investigateurs pour élaborer des scénarios plus précis permettant de détecter la fraude Participer au déploiement de vues Business pour de nouveaux domaines dentaire, hospitalier… Mesure des gains Être force de proposition sur les simplifications de processus Lister toutes les sources de gain Prendre en compte “l'évitement” Enrichir les rapports avec de nouvelles sources Optimiser les revenus en veillant, par exemple, à ce que tout ce qui est fait du côté de la santé individuelle soit également réalisé en santé collective Challenger les responsables de la fraude sur les délais et les chiffres Assister le PMO dans le déploiement des services Itelis en établissant le reporting des résultats et en les comparant à ceux attendus Suivre et quantifier la trajectoire de détection de la fraude par les délégués.Votre profilDiplômé d’une école d’ingénieur ou d’une formation en actuariat, vous souhaitez vous développer sur des sujets d’analyses de données dans un environnement clé pour l’entreprise ?Vous maitrisez les outils (Excel, Access, Visual Basic, SQL) et souhaitez continuer à vous former ?Vous souhaitez aborder un large éventail de sujets dans un environnement en pleine transformation ?Vous êtes curieux, dynamique et aimez le challenge ?N’hésitez plus et rejoignez-nous !Dès le 9 Décembre 2019, retrouvez toutes nos offres Graduates sur notre site www.recrutement.axa.frEt postulez au plus tard le 31 Janvier 2020!Le processus de recrutement s'étalera sur le début d'année 2020 pour une intégration début septembre ou au plus tard en octobre 2020.Votre environnement de travailAimeriez-vous vous lever chaque jour motivé(e) par une mission inspirante et travailler en équipe pour permettre de protéger les personnes et leurs proches?Chez AXA nous avons l’ambition de mener la transformation de notre métier. Nous cherchons des personnes talentueuses ayant une expérience diversifiée, qui pensent différemment, et qui veulent faire partie de cette transformation passionnante en challengeant le statu quo et faire AXA – marque globale leader et une des sociétés les plus innovantes dans notre secteur – une entreprise encore plus performante et responsable.Dans un monde en perpétuelle évolution et avec une présence dans 64 pays, nos 165 000 salariés et distributeurs privilégiés anticipent le changement pour offrir des services et solutions adaptés aux besoins actuels et futurs de nos 107 millions de clients.Leader mondial de l’assurance et de la gestion d’actifs, AXA aide ses 100 millions de clients à traverser les petites et grandes difficultés de la vie et les accompagne dans la sécurisation de leurs projets. Pour aider ses collaborateurs dans leur mission, AXA se donne comme priorité de prendre soin d’eux. Ainsi, en rejoignant AXA France vous travaillerez dans une entreprise responsable, offrant une véritable culture d’expertise, accélérant le développement des compétences de chacun, proposant une rémunération attractive et une évolution régulière. Pour vous, nous réinventons notre métier.Pourquoi nous rejoindre ?Nos différences sont nos atouts. Chez AXA en France, ce sont plus de 76 nationalités qui travaillent ensemble, sur des métiers divers et variés. Et c’est ce qui fait notre force ! C’est pourquoi nous cherchons à promouvoir l’égalité et la diversité à tous les niveaux (mixité, handicap, initiatives pour favoriser l’insertion des jeunes, orientation sexuelle etc.…)Afin d’aider les collaborateurs à concilier leur vie professionnelle et personnelle, nous mettons à leur disposition des congés avantageux à toute étape de de leur vie, le temps partiel, des environnements de travail agile, le télétravail, etc.L’accompagnement et la protection des uns et des autres est notre quotidien. Cette responsabilité, nous la portons au-delà de notre métier depuis 1991 avec l’association AXA Atout Cœur qui œuvre quotidiennement en faveur des causes sociétales et humanitaires dans les domaines de l'exclusion, de la prévention des risques et de la protection de l'environnement. Les collaborateurs d'AXA peuvent ainsi s’investir, s’ils le souhaitent, dans des activités solidaires sur leur temps de travail ou non. Cet engagement bénévole des collaborateurs AXA est l’extension des valeurs auxquelles ils croient au quotidien. C’est l’expression de notre culture d’entreprise.Victime ou témoin, en cas de discrimination, vous pouvez adresser vos signalements et/ou alertes discrimination à service.discriminations@axa.fr",Premier emploi,Temps plein,['Technologies de l’information'],"['Technologies et services de l’information', 'Conseil en management', 'Services financiers']"
126,13672,DATALAKE,Développeur Android F/H,"Colombes, FR","Missions : Travailler sur la conception et le développement des applications Proposer de nouvelles solutions/idées Optimisation du contenu et de l'ergonomie Veille technologique Compétences Techniques: Développement natif KOTLIN dans un environnement industrialisé (forge logicielle) Développement natif swift iOS dans un environnement industrialisé (forge logicielle) Test U Framework agile mis en pratique,-- Profil: Vous avez une première expérience en développement Android et souhaitez approfondir vos connaissances sur le sujet. Vous êtes dynamique, curieux et en veille technologique permanente. Vous voulez faire partie intégrante d’une équipe Agile où règne motivation et entre-aide. -- PARLONS DE DATALAKE … DATALAKE est une entreprise du service numérique spécialisée dans l'ingénierie digitale. Implantée à Paris, Casablanca et à Tunis, l'offre de service DATALAKE couvre différents secteurs d’activités : financier, retail, automobile … et s'articule autour du conseil technologique, la transformation digitale, la modernisation de SI, les services d'infrastructure et les services d’a",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Conseil en management']"
127,13673,Lacoste,Stagiaire Data Analyst (F/H),"Paris, Ile-de-France, France","Rattaché au Global Data Analyst de la Filiale Lacoste E-Commerce dont la mission est de gérer la distribution e-Commerce en Europe et définir la stratégie globale e-Commerce, le stagiaire Data Analyst aura pour missions principales : Collecte de données :Vérification de la bonne qualité des données collectées.Mise à jour, audit, correction et amélioration du plan de marquage en collaboration avec le tag specialist. Suivi de Kpis et optimisation de la conversionMise à jour et diffusion des reportings quotidiens, de la « Weekly Digital gazette », et de la Monthly Business Review.Etude et monitoring des comportements des visiteurs, en vue d’optimiser la conversion, le chiffre d’affaires et l’expérience utilisateur sur les sites e-commerce Lacoste des différents pays (Utilisation de Google Analytics, Google Big Query…).Etude sur les comportements des visiteurs selon les différentes sources de trafic et analyse et optimisation des investissements marketing. Développement d’un algorithme de calcul de contribution des différents canaux dans le processus d’achat.Etude sur un modèle statistique explicatif et prédictif de la conversion.Recommandation d’audience à fort potentiel.Gestion de projet sur l’optimisation de la conversion par la mise en place de test AB (Recueil des besoins métiers, suivi de la roadmap, mise en place des tests AB sur l’outil Dynamic Yield, analyse des résultats).Gestion de projet sur la personnalisation on-site. (Recueil des besoins métiers, suivi de la roadmap, mise en place, analyse des résultats) et développement de scénario de personnalisation via Dynamique Yield (Compétence en HTML, CSS et javascript nécessaires).Aider les équipes métiers des différents départements et pays (Europe, Amérique du nord et du sud, Asie, Emirats Arabes) dans leur besoin en terme de report d’activité et d’analyse ad-hoc.Création d’un report « Optimisation de la conversion ».Création de dashboards permettant de piloter l’activité sur un outil de datavisualisation. Projets data :Suivi des projets data en relation avec le département CRM, le département IT, l’agence spécialisée en data  Travail en collaboration avec la BI sur l’intégration des data Web dans le dataLake de l’entreprise.Compétences :Esprit d’analyse et habilité à remettre en cause le travail existantRigueur et soucis du détailVolontaire et persévérantBonne communication et savoir présenter les résultats des analysesAnglais courant indispensable pour gérer les relations avec les paysSavoir s’adapter aux différents interlocuteurs (Top management, développeurs, responsables pays, experts métiers) Maitrise en programmation : SQL, R ou Python. Javascript, Html, CSS serait un plus.",Stagiaire,Temps plein,['Distribution'],['Confection et mode']
128,13674,Datalake,Ingénieur / Ingénieure système informatique,"Puteaux, FR","Intégré à l'équipe de développement embarqué et sous la responsabilité du responsable développement logiciel, votre mission est de participer à la définition et à l'implémentation du logiciel embarqué d'un module dans un système de consigne automatique.Vos TachesSuperviser le développement et l'intégration des traitements Control-M dans le cadre des projets et du récurrent,Piloter l'optimisation et l'industrialisation du plan de production opéré par l'intégration,Capitaliser et maintenir les connaissances du plan de production,Maîtriser le Control-M : son administration, son paramétrage, sa maintenance, ses techniques (calendriers, control-ressource, folder et smart folder),Gérer et exploiter des ordonDescriptif Du ProfilDe formation Ingénieur , vous maîtrisez la gestion des applications avec une expérience en contol M et autre ordonnanceur (TWS..) . Votre niveau d'anglais est correct.",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Conseil en management']"
129,13675,Alithya,Ingénieur développeur Big Data ,"Paris, FR","Description De L’entrepriseLa Raison D’être De Ce PostePour l’un de nos clients dans le domaine du transport aérien, vous serez rattaché à l'équipe CRM qui développe des outils ciblés sur l’expérience client, des modèles de prédilection afin de suivre l’attribution des sièges, le suivi des bagages, le surclassement… et sur la proactivité, afin de suivre en temps réel les clients dans l’aéroport et interagir avec eux. Le but étant de leur proposer des produits publicitaires et les guider à travers l’aéroport jusqu’à la porte d’embarquement.Une Journée Typique Ressemble à Participer aux études et développements des outils de l'équipe (toutes les étapes de A à Z); Travailler dans un environnement technique composé d’une plateforme Hadoop, Spark (ML), Java, Python, Kafka, Zookeeper, d’une base de données MongoDB visant à évoluer, du framework SAFE. Le Groupe Alithya est l’une des plus importantes firmes spécialisées en stratégies et technologies numériques au Canada. Nous avons connu une très forte croissance au cours des dernières années. Nous sommes déterminés à poursuivre sur cette lancée au moyen d’acquisitions et de croissance interne avec l’objectif de devenir un leader nord-américain du secteur des technologies numériques. Vous savez être force de proposition et vous vous adaptez facilement dans un contexte différent; La volonté de monter en compétence au sein d'une équipe dynamique et dans un environnement riche; 2 ans d'expérience en Développement Big Data; Les compétences requises : Hadoop, Spark (ML), Java, Python, Kafka, Zookeeper, base de données MongoDB visant à évoluer, framework SAFE.  Un environnement de travail dynamique;  Une entreprise en pleine croissance; Une équipe expérimentée; Du plaisir et des défis garantis; Un leadership ouvert aux changements; La possibilité de créer, d’innover et de bâtir; La flexibilité des horaires; Une force de travail et une diversité d’idées, inégalables; Un poste permanent; Un accès à la formation continue; Des avantages sociaux complets. Abonnez-vous pour recevoir les dernières nouvelles d'Alithya",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
130,13676,Sparklane,Ingénieur Big Data,"Nantes, FR","MissionsVous souhaitez vous investir dans une entreprise innovante et dynamique,leader dans son domaine. Vous venez renforcer l’équipe et participez àl’amélioration des algorithmes d’analyses sémantiques et text miningdéveloppées en interne par Sparklane.Vous pilotez et menez des projets spécifiques de collecte de données (webscraping, moisson de données…).En complément, vous effectuez une veille technologique afin de renforcer lecaractère innovant de notre technologie et de son contenu.ProfilsDe formation Bac +5, avec au moins 5 ans d’expérience dans la conduite deprojets informatiques orientés Data. Vous disposez d’une réelle expériencedans la gestion et la mise en valeur de la donnée et êtes à l’aise avecl’univers Big Data. Vous maîtrisez un ou plusieurs langages orientés objetet un ou plusieurs langages de script (Python, Ruby). Vous maîtrisez lamise en œuvre d’environnements de production et l’organisation de recette.Vous avez un bon niveau dans la conception d’API en architecture REST.Energique et ambitieux, vous souhaitez aujourd’hui avoir davantage deresponsabilités et plus d’autonomie en intégrant une start-up en fortdéveloppement et à haut potentiel. Au sein de notre entreprise, votre rôlecentral vous permettra d’avoir un impact déterminant dans les résultats etle succès de l’entreprise.Nous vous proposons Une excellente ambiance de travail. Une entreprise en fort développement international. Un poste clé, au centre de nos enjeux La possibilité d’évoluer en fonction de vos résultatsConfidentialité assurée",Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Logiciels informatiques', 'Internet']"
131,13677,INGENIANCE,Ingenieur developpement big data,"Paris, FR",Ingenieur developpement big data f/h Contexte de la mission: Le Bénéficiaire souhaite mettre en place cette nouvelle application (notamment assurer la,Premier emploi,Temps plein,"['Ingénierie', 'Technologies de l’information']","['Technologies et services de l’information', 'Marchés des capitaux', 'Services financiers']"
