,id_enterprise,enterprise_name,score_avg,title,date,score,score_balanced,score_culture,score_opportunities,score_wage_advantages,score_leader_team,score_recommend,score_point_of_view,score_pdg,employee_type,employee_job,employee_city,review_intro,review_advantages,review_disadvantages,review_advises,useful_times
138,13571,Expertime,3.7,Idéal,Tue Jul 10 2018 07:36:45 GMT-0700 (PDT),4.0,5.0,5.0,5.0,4.0,3.0,Recommande,Point de vue positif,,Intérimaire actuel,Intérimaire anonyme,Viroflay,Je travaille chez Expertime à ,"Très bonne ambiance, bonnes conditions de travail, convivialité, contexte international de travail",Situation géographique en banlieue bien desservie mais assez loin de Paris,,0
139,13571,Expertime,3.7,Une société où il fait bon évoluer !,Tue Apr 10 2018 06:22:34 GMT-0700 (PDT),4.0,4.0,4.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Intérimaire actuel,Intérimaire anonyme,Viroflay,Je travaille chez Expertime à temps plein depuis moins d'un an,"Une vision collaborative, dynamique, innovante et créative 
Une grande marge d'initiatives  
Une ambiance de travail humainement motivante",Développer les synergies projets en interne,,0
140,13571,Expertime,3.7,Société qui innove et proche de ses collaborateurs,Mon Oct 16 2017 11:39:08 GMT-0700 (PDT),5.0,5.0,5.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Intérimaire actuel,Intérimaire anonyme,Viroflay,Je travaille chez Expertime à temps partiel depuis plus de 8 ans,"Société innovante dans le secteur digital
Encourage la créativité et les forces de propositions de ses collaborateurs 
Management de proximité",Projets de plus en plus internationaux: il faut maîtriser l'anglais courant,"Communiquer régulièrement la stratégie de l'entreprise, le lancement des nouvelles activités",0
141,13571,Expertime,3.7,Très convivial,Wed Mar 22 2017 16:04:13 GMT-0700 (PDT),4.0,3.0,4.0,3.0,3.0,2.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Intérimaire actuel,Intérimaire anonyme,Viroflay,J'ai travaillé chez Expertime à temps partiel plus d'un an,"Bonne ambiance générale, un babyfoot dans l'espace co working ! Une entreprise plutôt orientée techniques, beaucoup de dev. Située à Paris, Nantes et Lille.","Localisé à Viroflay, donc très loin pour ceux qui habitent en banlieue même si viroflay est très bien desservie par les transports.",,0
142,13571,Expertime,3.7,Une entreprise à taille humaine et innovante,Tue Jan 19 2016 23:37:29 GMT-0800 (PST),4.0,4.0,5.0,5.0,4.0,4.0,Recommande,Point de vue positif,,Intérimaire actuel,Intérimaire anonyme,Viroflay,Je travaille chez Expertime à temps plein depuis plus de 3 ans,EXPERTIME est une entreprise dynamique qui donne une priorité à l'innovation technologique et la progression personnelle. Les projets sont nombreux et très variés. Une autonomie importante est laissée à chacun dans son organisation.,"EXPERTIME progresse relativement vite, cela implique parfois des adaptations importantes pour chacun d'entre nous et l'organisation mis en place",Ne pas oublier de communiquer en interne plus souvent sur les décisions de l'entreprise.,0
143,13571,Expertime,3.7,Entreprise conviviale et environnement de travail chaleureux,Tue Jan 19 2016 02:55:32 GMT-0800 (PST),5.0,5.0,5.0,5.0,5.0,5.0,Recommande,Point de vue positif,,Intérimaire actuel,Intérimaire anonyme,Viroflay,Je travaille chez Expertime à temps plein,"Expertime est une entreprise humaine, à l’écoute de ses collaborateurs. J’apprécie les actions mises en œuvre pour leur bien-être et leur épanouissement (espace co-working, panier de fruits, formations etc.) 

Je recommande vivement cette entreprise",La distance entre le centre de Paris et Viroflay. Cela dit Viroflay est quand même facilement accessible grâce à ses 2 lignes de train (départ gare St Lazare & départ Gare Montparnasse) + RER C,les dirigeants du groupe Expertime managent très bien leurs équipes et sont à l'écoute des collaborateurs!,0
144,13572,Adsearch,4.5,Superbe entreprise,Tue Nov 05 2019 05:46:09 GMT-0800 (PST),5.0,5.0,4.0,5.0,5.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein depuis plus d'un an,"Travail d'équipe, horaire appréciable, formateur","La Rémunération du à l'alternance,",,0
145,13572,Adsearch,4.5,Belle entreprise avec des valeurs fortes,Tue Oct 15 2019 07:45:24 GMT-0700 (PDT),5.0,4.0,5.0,4.0,3.0,5.0,Recommande,Point de vue neutre,,Employé actuel,Chargée De Recrutement,Lyon,J'ai travaillé chez Adsearch à temps plein plus de 3 ans,"Cadre de travail, ambiance, états  d'esprits des collaborateurs et de la direction","Pas de RTT, salaires globalement bas",,0
146,13572,Adsearch,4.5,Entreprise belle et dynamique,Tue Mar 12 2019 09:35:16 GMT-0700 (PDT),5.0,5.0,5.0,5.0,4.0,5.0,Recommande,,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein,"Super ambiance interne, ainsi qu'une très belle culture d'entreprise. 
Une direction à l’écoute et de réelles perspectives d’évolutions",Je n'en vois pas pour l'instant,,0
147,13572,Adsearch,4.5,Bon vivre,Tue Mar 12 2019 09:12:26 GMT-0700 (PDT),5.0,4.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein depuis plus de 3 ans,Excellente Ambiance/possibilités d'évolution/Système de rémunération attractif,Je n'en vois pas pour l'instant,,0
148,13572,Adsearch,4.5,Entreprise avec de jolies valeurs !,Tue Mar 12 2019 08:27:22 GMT-0700 (PDT),5.0,5.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein depuis plus de 3 ans,"Je travaille chez Adsearch depuis quelques années, je suis l’évolution de cette société et le constat est le même : de belles valeurs, une jolie culture d'entreprise, un environnement familial malgré les effectifs qui évolue de plus en plus ! Les projets sont nombreux, et adaptés à tout types de profils : Junior et confirmé. Pour résumer : une entreprise jeune, dynamique et ambitieuse.","Adsearch grandit de manière exponentielle, il faut donc être vigilent sur l'organisation et les projets futurs, mais pour le moment, RAS !",,0
149,13572,Adsearch,4.5,une entreprise dans laquelle il fait bon vivre,Tue Mar 12 2019 07:40:31 GMT-0700 (PDT),5.0,5.0,5.0,4.0,4.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein depuis plus de 5 ans,"Autonomie et liberté d'action. Respect de l'humain. Valeur : humilité, autonomie et responsabilité. Chez Adsearch, tu peux être toi même, et prendre du plaisir à travailler...et même évoluer !!",Encore beaucoup de projets à mettre en place !,,0
150,13572,Adsearch,4.5,Société au TOP !!,Tue Mar 12 2019 07:09:00 GMT-0700 (PDT),5.0,5.0,5.0,5.0,5.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein depuis plus de 3 ans,"Je travaille chez Adsearch depuis + de 3 ans, je m'éclate!
Super ambiance, missions intéressantes, Manager présent, qui m'accompagne réellement, avec un management très participatif, ce qui me plait beaucoup!
Adsearch est une société qui a beaucoup d'ambition, ce qui donne une belle dynamique quotidienne!
J'ai travaillé dans plusieurs sociétés auparavant, je n'ai jamais été aussi épanouie!!",Je ne vois pas..,,0
151,13572,Adsearch,4.5,Une entreprise humaine,Tue Mar 12 2019 07:02:50 GMT-0700 (PDT),4.0,5.0,5.0,4.0,4.0,4.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein depuis moins d'un an,"Management flexible, système de rémunération variable intéressant, événements team building récurrents.","Un fixe un peu faible, ça ne peut pas être parfait.",RAS,0
152,13572,Adsearch,4.5,Très bonne expérience,Tue Mar 12 2019 06:51:33 GMT-0700 (PDT),5.0,5.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à  depuis moins d'un an,"Bonne ambiance de travail, formation complète et enrichissante, management encourageant et présent au quotidien",Je n'y trouve sincèrement aucun inconvénient !,,0
153,13572,Adsearch,4.5,Une expérience exceptionnelle !!,Tue Mar 12 2019 06:50:15 GMT-0700 (PDT),5.0,5.0,5.0,5.0,5.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,Lyon,Je travaille chez Adsearch à temps plein,Une société pleine de valeurs où il fait bon vivre !,"Je cherche, je cherche mais je ne trouve pas.","Une direction simple, à l'écoute et abordable. Avec du management participatif !!",0
154,13572,Adsearch,4.5,Une honte pour le monde du recrutement !,Sat Mar 09 2019 05:14:30 GMT-0800 (PST),1.0,2.0,1.0,1.0,3.0,1.0,Ne recommande pas,Point de vue négatif,,Ancien employé,Consultant en recrutement,Paris,J'ai travaillé chez Adsearch à temps plein plus d'un an,Si vous trouvez les avantages je suis preneur !,De la vrai poudre aux yeux. Un turnover incroyable des équipes. On vous force la main pour répondre au questionnaire du great place to work ! On vous pousse pour que vous mettiez la meilleure note. Des managers inexistants qui ne sont pas à l’écoute ! Veut prôner des valeurs humaines mais inexistantes ! Aucune parole n’est tenue de la part de la direction ! Je vous livre cette avis pour pas que vous tombiez dans le... piège. Les autres commentaires sont écrit pas des personnes en poste ou des membres de la direction et du marketing.  Le suivi candidat n’est pas fait ! On fixe des objectifs irréalistes au nouveau consultant qui n’ont jamais eu d’expérience dans le recrutement. Il faut vous remette en question !! Vous êtes encore loin des leaders de ce marché !,Ça serait trop long ....,0
155,13572,Adsearch,4.5,De la poudre aux yeux,Tue Feb 12 2019 06:04:47 GMT-0800 (PST),1.0,5.0,1.0,4.0,3.0,1.0,Ne recommande pas,Point de vue négatif,,Ancien employé,Consultant en recrutement,Paris,J'ai travaillé chez Adsearch à temps plein plus d'un an,En cours de réflexion ...,"Un turnover record, les juniors ca ne coûte pas cher mais encore faudrait-il prendre le temps de les former. 
Qualité de service: les managers n'aiment pas les dossier de candidatures trop complets, bah oui, ca prend du temps... 
Dénigrent les cabinets anglo-saxons pour faire la même chose",,0
156,13572,Adsearch,4.5,de belles valeurs,Thu Oct 11 2018 06:27:24 GMT-0700 (PDT),5.0,5.0,5.0,5.0,5.0,5.0,,,,Ancien employé,Consultant en recrutement,Paris,Je travaille chez Adsearch à temps plein,"une très belle culture d'entreprise
les valeurs familiales se ressentent réellement, autonomie, responsabilités, simplicité, authenticité...et de l'ambition.
Un beau projet d'entreprise, du développement sans renier les valeurs",a ce stade rien à signaler,,0
157,13572,Adsearch,4.5,Un esprit familial,Mon Jul 30 2018 00:49:31 GMT-0700 (PDT),5.0,,,,,,,,,Ancien employé,Consultant en recrutement,Paris,Je travaille chez Adsearch à ,Entreprise en plein développement en France et à l’international. Il y a beaucoup de perspectives d’évolution et la direction nous laisse beaucoup d’autonomie. Environnement propice à l’épanouissement professionnel.,Cette entreprise est certainement plus adaptée à des personnes expérimentées dans le métier (hormis certaines divisions de recrutement dans lesquelles des juniors peuvent s’adapter).,Poursuivre la structuration de l’entreprise.,0
158,13572,Adsearch,4.5,Entreprise épanouissante !!,Wed Jul 11 2018 08:28:25 GMT-0700 (PDT),5.0,4.0,5.0,5.0,4.0,5.0,Recommande,,,Ancien employé,Consultant en recrutement,Paris,Je travaille chez Adsearch à temps plein depuis moins d'un an,"l'ambiance, la confiance et le dépassement de soi","des procédures à mettre en place , permettant de passer de la startup à une société d'envergure supérieure !!",,0
159,13572,Adsearch,4.5,Une expériences enrichissante !:),Mon May 14 2018 06:54:45 GMT-0700 (PDT),5.0,5.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,,Ancien employé,Consultant en recrutement,Paris,Je travaille chez Adsearch à temps plein,"La bonne humeur, l'entraide et la jeunesse d'esprit de tous les adsearchers.",Aucuns inconvénients probants. La marque se développe rapidement alors parfois l'organisation est un peu fouillis mais voilà tout.,,0
160,13574,Groupe Adéquat,3.9,Emplois chez adéquat.,Wed Nov 06 2019 00:13:08 GMT-0800 (PST),4.0,3.0,4.0,4.0,3.0,4.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Ancien employé,Employé anonyme,Grenoble,J'ai travaillé chez Groupe Adéquat à temps plein,"Ponctualité, sérieux, à l'écoute, souplesse., Régularité","Aucun, aucun, aucun, aucun, aucun",,0
161,13574,Groupe Adéquat,3.9,Peu d'avantage,Thu Oct 17 2019 07:06:27 GMT-0700 (PDT),3.0,4.0,3.0,3.0,2.0,3.0,,,Approuve le PDG,Ancien employé,Employé anonyme,Grenoble,J'ai travaillé chez Groupe Adéquat à temps plein,"Bienveillance, autonomie pour les commerciaux.","Pas de 13ème mois, ni de RTT, salaires assez bas.",,0
162,13574,Groupe Adéquat,3.9,Avantages,Mon Sep 16 2019 03:19:47 GMT-0700 (PDT),5.0,,,,,,,,,Ancien employé,Employé anonyme,Grenoble,J'ai travaillé chez Groupe Adéquat à temps partiel,"Bonne n e ambiance
Rtt une demi journée pour chaque salarié","Pas de ce
Car franchise",,0
163,13574,Groupe Adéquat,3.9,Il y a bien mieux,Thu Jul 18 2019 22:18:42 GMT-0700 (PDT),2.0,1.0,2.0,2.0,1.0,2.0,Ne recommande pas,Point de vue négatif,Pas d'avis sur le PDG,Ancien employé,Employé anonyme,Grenoble,J'ai travaillé chez Groupe Adéquat à temps plein,Mutuelle et carte Tickets restaurants,Pas de rtt pas de CE anormal pour une société de cette taille,Améliorer condition de travail,0
164,13574,Groupe Adéquat,3.9,Assistante commerciale,Sat May 25 2019 02:16:49 GMT-0700 (PDT),4.0,4.0,4.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Employé anonyme,Grenoble,Je travaille chez Groupe Adéquat à temps plein,"Commissions atteignable
150 euros de carte resto par mois
Mutuelle intéréssante
Prime intéressement",Salaire fixe pas très élevé mais les autres avantages compenses,,0
165,13574,Groupe Adéquat,3.9,pourrait mieux faire,Sat Jan 05 2019 08:12:04 GMT-0800 (PST),4.0,5.0,3.0,3.0,3.0,3.0,Recommande,,Approuve le PDG,Ancien employé,Employé anonyme,Grenoble,Je travaille chez Groupe Adéquat à temps plein,"bonne ambiance, tickets restaurants, mutuelle bonne et réactive","pas d'avantages sociaux hormis les tickets restaurants,",,0
166,13574,Groupe Adéquat,3.9,Groupe familial à taille humaine,Tue Dec 18 2018 02:47:30 GMT-0800 (PST),3.0,3.0,4.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Employé anonyme,Grenoble,J'ai travaillé chez Groupe Adéquat à temps plein plus de 5 ans,"Autonomie, flexibilité, culture d'entreprise, évolution de carrière","Manque de moyens informatiques, retard dématérialisation",,0
167,13574,Groupe Adéquat,3.9,Mission intérimaire,Wed Nov 07 2018 02:23:29 GMT-0800 (PST),3.0,4.0,2.0,1.0,2.0,2.0,Recommande,Point de vue négatif,,Ancien employé,Employé anonyme,Grenoble,Je travaille chez Groupe Adéquat à ,Les missions proposés sont fréquentes,"Les horaires, mission trop courte 4/5h",,0
168,13574,Groupe Adéquat,3.9,Avis général,Wed Oct 03 2018 13:58:12 GMT-0700 (PDT),3.0,2.0,3.0,3.0,3.0,4.0,,,,Ancien employé,Employé anonyme,Grenoble,J'ai travaillé chez Groupe Adéquat à temps plein,Les tâches sont très variées.,Trop de travail pour une petite équipe.,,0
169,13574,Groupe Adéquat,3.9,Les valeurs du groupe ne sont pas un leurre,Tue Jan 02 2018 06:53:16 GMT-0800 (PST),5.0,5.0,5.0,5.0,3.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Ancien employé,Employé anonyme,Grenoble,Je travaille chez Groupe Adéquat à temps plein depuis plus de 3 ans,"Travailler dans une société où la simplicité et l'humain sont au coeur de la structure.
Bienveillance en interne pour que être bienveillant avec nos candidats et intérimaires.

Les salaires fixes ne sont pas énormes mais le variable est important et ACCESSIBLE !

La direction n'est qu'à un ou deux niveau au dessus de chaque employé ! Vous pouvez communiquer avec votre DG sans problème","Comme toutes sociétés de recrutement, très peu d'avantages. Mais des supérieurs attentifs aux bien être des salariés.",Ne changez rien et continuer tel que vous êtes ...,5
170,13574,Groupe Adéquat,3.9,Super entreprise !,Fri Nov 24 2017 07:51:15 GMT-0800 (PST),5.0,3.0,5.0,5.0,3.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à temps plein depuis moins d'un an,"Valeurs humaines et respect des individus, peu importe leur place dans l'entreprise, leur qualification et leur ancienneté",Mutuelle beaucoup trop chère -> environ 50€/salarié/mois,Restez comme vous êtes ! Simplement pour nous !,0
171,13574,Groupe Adéquat,3.9,Avantages oui mais inconvénients aussi,Sat Sep 16 2017 23:18:03 GMT-0700 (PDT),5.0,4.0,4.0,5.0,3.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",J'ai travaillé chez Groupe Adéquat à temps plein,Entreprise qui respecte ses valeurs et a l'ecoute de ses salaries. Possibilités d'évolutions,Il faudrait juste revaloriser certains salaires. Malgré le nombre d'agences en France il n'y a pas de CE,Revaloriser les salaires et mettre en place un CE pour les employés,0
172,13574,Groupe Adéquat,3.9,mauvaise accueil personne qui prend les intérim pour de la viande,Mon Oct 24 2016 16:37:04 GMT-0700 (PDT),1.0,1.0,1.0,1.0,1.0,1.0,Ne recommande pas,Point de vue négatif,N'approuve pas le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",J'ai travaillé chez Groupe Adéquat à ,Accessible facilement plein centre Voiron,Local mal entretenu voir mal nettoyé papiers mal rangées de partout manque de respect lors des entretiens,Ça serait bien de prendre des intérimaires un peu plus pour des êtres humains que par des numéros et qu'on prend et qu'on jette à la poubelle merci pour votre compréhension,3
173,13574,Groupe Adéquat,3.9,Bienveillance et Performance,Mon Sep 05 2016 02:15:20 GMT-0700 (PDT),5.0,5.0,5.0,5.0,5.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à temps plein depuis moins d'un an,"Direction à l'écoute, réelles capacités d'évolution en lien avec le développement de l'entreprise.",Communication sur la notoriété de l'entreprise,,0
174,13574,Groupe Adéquat,3.9,Super Groupe !!!,Mon Apr 04 2016 07:46:08 GMT-0700 (PDT),5.0,5.0,5.0,4.0,4.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à ,"Le contact et les échanges la direction très appréciés,  bon horaire, super esprit d'équipe, bonne ambiance. 
Formation interne super !","L'évolution des logiciels de travail, CRM,etc....Mais c'est en cours donc une fois mis en place ça devrait être parfait ! ;)",Voir commentaire des inconvénients !,0
175,13574,Groupe Adéquat,3.9,Société respectueuse de ses salariés,Mon Mar 14 2016 06:19:44 GMT-0700 (PDT),5.0,5.0,5.0,5.0,3.0,4.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à temps plein depuis plus de 3 ans,Société saine et à l'écoute de ses salariés et des candidats,"Un CE serait apprécié
Adéquat est une société qui mériterait d'être davantage connue et reconnue. Il serait donc positif de communiquer davantage via les réseaux sociaux, publicité...",,0
176,13574,Groupe Adéquat,3.9,Une entreprise avec de vraies valeurs humaines,Mon Mar 14 2016 03:46:56 GMT-0700 (PDT),4.0,4.0,5.0,5.0,4.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à ,"Adéquat sait reconnaître la valeur de ses salariés et offre de réelles perspectives d'évolution au sein du groupe. 
La proximité avec nos salariés intérimaires permet un suivi de qualité lors des missions confiées.",Je regrette un peu le manque d'un CE,,0
177,13574,Groupe Adéquat,3.9,DE VRAIE VALEUR HUMAINE ET DE PARTAGE,Wed Mar 09 2016 01:27:27 GMT-0800 (PST),4.0,4.0,5.0,4.0,4.0,4.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à temps plein depuis plus de 3 ans,"- Responsabilité
- autonomie
- Sensibilisation accrue en prévention des risques","- CE a étoffer
- communication visuelle et marketing légère",,0
178,13574,Groupe Adéquat,3.9,Une entreprise qui vous ouvre des perspectives,Thu Mar 03 2016 02:13:16 GMT-0800 (PST),5.0,5.0,5.0,5.0,5.0,5.0,Recommande,Point de vue positif,Approuve le PDG,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à ,"Le Groupe Adéquat permet à tous les salariés d'évoluer rapidement.
Une entreprise qui à des valeurs et une approche humaine exceptionnelle.","Manque de communication externe & de publicité. 
Nos concurrents eux occupe la toile et nos écrans de télévision, pourquoi pas nous ?",,0
179,13574,Groupe Adéquat,3.9,Groupe familiale qui vise l'avenir,Tue Feb 23 2016 14:54:09 GMT-0800 (PST),4.0,3.0,5.0,5.0,3.0,5.0,Recommande,Point de vue positif,,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",Je travaille chez Groupe Adéquat à temps plein depuis plus de 10 ans,"Groupe familiale dans lequel le travail, le respect des personnes et la prise en compte de l'évolution personnelle ne sont pas de vains mots.  L'encadrement soutient ses collaborateurs dans les bons comme dans les mauvais moments.  Les équipes ont la liberté de pouvoir proposer des projets et d'être entendu.",Il n'y a pas de CE.,Garder l'état d'esprit PME,0
180,13575,Multimedia France Productions,1.0,Cette entreprise ne paye pas ses fournisseurs,Fri Jan 05 2018 03:46:52 GMT-0800 (PST),1.0,1.0,1.0,1.0,1.0,1.0,Ne recommande pas,Point de vue négatif,,Ancien freelance,Sous,Paris,J'ai travaillé chez Multimedia France Productions à ,Aucun vu qu'on  n'est pas payé.,On n'est pas payé si MFP n'est pas payé par ses propres clients. Sacré inconvénient et sacrément illégal ! Essaie de vous faire signer des contrats a posteriori modifiant les termes convenus à la commande.,Payer les sommes dûes.,0
181,13576,Modis,3.2,ESN Inhumaine : A FUIR pour tous,Fri Dec 13 2019 04:00:04 GMT-0800 (PST),1.0,1.0,1.0,1.0,1.0,1.0,Ne recommande pas,Point de vue négatif,N'approuve pas le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein,Rien ne me vient à l'esprit,"-     Missions inintéressantes et qui ne correspondent pas du tout  à vos attentes
-      Aspect Humain inexistant
-      Aucune transparence  
-	Aspect rentable 1000 fois plus important que l’aspect Humain
-	Managers qui alignent les mensonges
-	A EVITER A TOUT PRIX pour les personnes qui débutent sur le marché du travail 
-	Ils vous virent très rapidement si vous n’avez pas de mission 
-	Management,... communication et informations pour les consultants inexistant","- Ne traitez plus vos collaborateurs comme des bouts de viande
- Revoir complètement la  formation de vos managers
- Arrêtez de vendre des mensonges.
- Faites l'effort de vouloir garder vos collaborateurs (même s'ils ont plus intérêt à fuir)

Beaucoup de choses sont à revoir...",0
182,13576,Modis,3.2,Bien pour débuter,Tue Nov 26 2019 10:48:34 GMT-0800 (PST),2.0,3.0,3.0,1.0,2.0,3.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis plus d'un an,"Remboursement titre de transport à 100% 
Primes de Noel: 160e","Pas d'intéressement
Pas de reconnaissance ni d'évolution possible","Lancer des études sur le bien-etre des salariés et projeter des actions c'est bien, appliquer ces actions sur le terrain c'est mieux !",0
183,13576,Modis,3.2,Horrible,Tue Nov 19 2019 05:00:58 GMT-0800 (PST),1.0,1.0,1.0,1.0,1.0,1.0,Ne recommande pas,Point de vue négatif,N'approuve pas le PDG,Employé actuel,Employé anonyme,Lyon,J'ai travaillé chez Modis à temps plein moins d'un an,Y a pas d’avantages que des inconvénients,"Vendeurs de viandes , pas de qualité de travail",Fermez la boîte,0
184,13576,Modis,3.2,Une société qui offre de belles missions mais qui pourrait faire mieux au niveau rémunération,Sun Nov 17 2019 05:01:21 GMT-0800 (PST),3.0,3.0,2.0,3.0,2.0,3.0,,,,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis plus de 10 ans,Depuis 13 ans j'ai toujours eu de bonnes missions.,Salaire bas par rapport au marché.,"Investissez d'avantage dans le suivi de carrière de vos collaborateurs. Pour rester compétitif et pertinent au niveau des évolutions technologiques, créez des formations en interne à l'instar des ESN qui ont le vent en poupe.",1
185,13576,Modis,3.2,Du placement de collaborateurs,Thu Oct 31 2019 09:24:12 GMT-0700 (PDT),3.0,4.0,2.0,3.0,3.0,2.0,Ne recommande pas,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,Employé anonyme,Lyon,J'ai travaillé chez Modis à temps plein plus d'un an,Certains managers sont tout de même portés sur l'humain,La direction s'intéresse plus aux chiffres et qu'aux collaborateurs. Les relations commerce/collaborateurs s'en ressentent au quotidien.,,1
186,13576,Modis,3.2,Consultant,Fri Oct 11 2019 13:14:28 GMT-0700 (PDT),4.0,5.0,3.0,4.0,4.0,4.0,Recommande,Point de vue positif,Pas d'avis sur le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis moins d'un an,"Bonne entreprise, bon manager, je recommande",salaire en entrée faible en moyenne,,1
187,13576,Modis,3.2,Management inexistant,Wed Oct 02 2019 14:39:37 GMT-0700 (PDT),3.0,3.0,2.0,2.0,3.0,1.0,Ne recommande pas,Point de vue négatif,N'approuve pas le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis plus de 10 ans,"Frais de déplacement 
Bien pour débuter
Pas mieux pas pire qu’une autre ss2i","Pas de revalorisation de salaire 
Pas de valorisation des compétences","Il faut secouer les commerciaux et pas faire la marge sur les frais de déplacement des consultants 

Vous pouvez faire des économies en supprimant les voitures des commerciaux qui font bien moins de km que le collaborateur en prestation",0
188,13576,Modis,3.2,Très mauvaise entreprise,Tue Sep 24 2019 01:53:54 GMT-0700 (PDT),1.0,4.0,1.0,1.0,2.0,1.0,Ne recommande pas,Point de vue négatif,N'approuve pas le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis plus d'un an,Aucun pour le moment apart le remboursement du pass navigo,"- Aucune possibilité d'évolution
- Des missions pas du tout intéressantes
- Aspect rentable qui est 10 fois plus important que l'aspect humain
- Une augmentation de salaire qui est plus basse que le taux de l'inflation (1%)
- Aucune prime peu importe la performance du collaborateur",Lire les avis sur Glassdoor de vos employés,0
189,13576,Modis,3.2,Bien pour débuter sa carrière,Sat Sep 21 2019 14:05:32 GMT-0700 (PDT),4.0,4.0,4.0,3.0,3.0,3.0,Recommande,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis plus d'un an,"Ambiance de travail agréable
Bon équilibre vie professionnelles et personnelle",Trop aléatoire en fonction du responsable,,1
190,13576,Modis,3.2,Modis France (Lyon),Mon Aug 26 2019 02:13:05 GMT-0700 (PDT),1.0,3.0,1.0,1.0,3.0,1.0,Ne recommande pas,Point de vue neutre,Pas d'avis sur le PDG,Employé actuel,Employé anonyme,Lyon,Je travaille chez Modis à temps plein depuis plus de 3 ans,"Ticket restaurant, Autonomie, mission chez différents clients inintéressantes.","Manque de suivi et d'écoute par les managers, sauf au moment des Entretiens annuels, ou une rupture conventionnelle ???
Pas de visite médicale, pas de formations (plusieurs demandes), ne suivent pas les conventions collectives.","Lors d'un call de  la direction, ModisFrance : un Parcours et une Expérience UNIQUE du Collaborateur, évoluer dans différents secteurs et bien sur des formations.
Tenez vos promesses !",0
